raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
BRIDGE_METAL_Height2_BRGM_Height2,monotonic,positive,0.9977,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",33.886021,43.915377
MESA_ET_Vbkd,threshold,positive,0.9974,5/5,3/5,MODERATE,"Shape consistent in 5/5 folds, direction in 3/5 -- majority but not unanimous.",41.098529,54.848462
TFRP_ET_TF_AB_1,threshold,positive,0.996,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",69.227023,85.353787
MEASURE_ET_Load_Pull_Pout_Last,threshold,positive,0.9947,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",27.632595,33.890121
MEASURE_ET_RF_Modeling_Gds,threshold,negative,0.9904,2/5,3/5,MODERATE,"Shape consistent in 2/5 folds, direction in 3/5 -- majority but not unanimous.",54.445336,66.987207
MEASURE_ET_DC_Diode_S21_dB_rev,threshold,positive,0.9781,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",12.144163,18.052425
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,threshold,positive,0.977,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",75.331776,88.405743
VIA_GaN_Height_Ni_height,threshold,positive,0.9659,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",83.390791,105.28932
MEASURE_ET_LT_SEC_Vg_Id_min_Vd8,threshold,positive,0.9549,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",40.217291,54.084634
MEASURE_ET_C100,complex_nonmonotonic,n/a,0.9539,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.556078,1.137762
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,threshold,positive,0.9477,4/5,1/5,MODERATE,"Shape consistent in 4/5 folds, direction in 1/5 -- majority but not unanimous.",60.647999,74.609919
MEASURE_ET_TFR_AB,monotonic,positive,0.9421,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",41.874838,53.85274
MEASURE_ET_DC_RF_Freq_cut_L2180,threshold,positive,0.9228,4/5,1/5,MODERATE,"Shape consistent in 4/5 folds, direction in 1/5 -- majority but not unanimous.",68.213419,84.510739
SIN_ET_DC_RF_Vdg_max_0p1mA,threshold,positive,0.9186,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",70.728777,88.920962
TOPSIN_ET_C100C500pf,complex_nonmonotonic,n/a,0.9132,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.517098,1.153535
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,threshold,negative,0.9051,5/5,1/5,MODERATE,"Shape consistent in 5/5 folds, direction in 1/5 -- majority but not unanimous.",27.812019,41.505629
MEASURE_ET_DC_SEC_S_Bin_FPSD3p2,monotonic,positive,0.8979,0/5,3/5,MODERATE,"Shape consistent in 0/5 folds, direction in 3/5 -- majority but not unanimous.",84.283502,99.994173
TOPSIN_ET_KLV_F_M1_4u,threshold,n/a,0.8785,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",45.013632,57.2633
MEASURE_ET_C100C385pf,threshold,n/a,0.8752,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.509795,1.059747
FIC_ET_DC_RF_Ids_m0p2,complex_nonmonotonic,n/a,0.875,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",13.41314,25.484235
MEASURE_ET_DC_RD_Vg_Vbon_min,threshold,positive,0.8722,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",73.634548,87.453125
MEASURE_ET_DC_RF_Vbon_max,threshold,n/a,0.8716,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",79.724893,96.990231
FIC_ET_Ids_m2,threshold,positive,0.8625,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",60.40555,72.820135
MESA_Height_Mesa_Height,threshold,positive,0.8606,4/5,0/5,MODERATE,"Shape consistent in 4/5 folds, direction in 0/5 -- majority but not unanimous.",0.122613,0.170673
MEASURE_ET_DC_Stress_Vp_after,complex_nonmonotonic,n/a,0.8512,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",-1.426024,-0.764735
TOPSIN_ET_Load_Pull_PhL_meas,threshold,n/a,0.8496,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",48.951679,60.639906
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,threshold,positive,0.8163,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",52.468758,65.896347
TOPSIN_ET_DC_SMALL_Vp_1,threshold,positive,0.802,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",-1.405898,-0.76051
TOPSIN_ET_Load_Pull_Pout_Last,threshold,n/a,0.7894,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",28.134176,33.092826
THIN_ET_Rsh_cat_c2,threshold,negative,0.7891,3/5,0/5,MODERATE,"Shape consistent in 3/5 folds, direction in 0/5 -- majority but not unanimous.",98.819545,139.223568
SIN_GATE_ET_Ran_con_3,threshold,negative,0.7841,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",72.943059,87.187433
TOPSIN_ET_C385pf,threshold,positive,0.7798,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",65.358374,83.311864
SIN_ET_DC_RF_n_gd,threshold,positive,0.7749,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",53.160882,66.552013
SIN_ET_DC_RF_Vdg_max,threshold,negative,0.7724,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",79.740499,96.19584
ANODE_ET_Ran_con_1_OW_CR,threshold,positive,0.7605,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",78.781647,94.445304
MEASURE_ET_F_AB,threshold,positive,0.7483,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",62.720348,78.376554
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,threshold,negative,0.7397,4/5,1/5,MODERATE,"Shape consistent in 4/5 folds, direction in 1/5 -- majority but not unanimous.",75.326106,94.395297
VIA_GaN_Measure4GN_Final_GaN_thickness,threshold,positive,0.7372,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",0.974917,1.205923
BRGM_Cd_Metal_BRGM_Final_metal_CD,threshold,negative,0.7322,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",0.801763,0.918404
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,threshold,positive,0.7303,4/5,0/5,MODERATE,"Shape consistent in 4/5 folds, direction in 0/5 -- majority but not unanimous.",65.319759,79.791912
MEASURE_ET_G_per_6K,threshold,positive,0.7201,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",43.940535,55.235174
FIC_ET_Probe_Number,threshold,n/a,0.7196,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.968931,5.171874
SIN_Thickness1_SiN_Thickness_1st,threshold,n/a,0.7161,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",0.134923,0.165363
THIN_Measure4_Wafer_thickness_final,threshold,positive,0.7149,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",91.140501,109.32687
MEASURE_ET_RGAN3,threshold,positive,0.7056,4/5,3/5,MODERATE,"Shape consistent in 4/5 folds, direction in 3/5 -- majority but not unanimous.",47.882337,60.320609
THIN_ET_Er,threshold,n/a,0.7026,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",41.044935,54.623554
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,threshold,positive,0.6999,4/5,2/5,MODERATE,"Shape consistent in 4/5 folds, direction in 2/5 -- majority but not unanimous.",62.688127,75.106261
MEASURE_ET_DC_RF_Id_Vbon_max,threshold,n/a,0.6993,3/5,3/5,MODERATE,"Shape consistent in 3/5 folds, direction in 3/5 -- majority but not unanimous.",65.080553,78.605195
TOPSIN_ET_C100C300pf,threshold,negative,0.6793,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",0.524873,1.138142
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,threshold,positive,0.6656,5/5,3/5,MODERATE,"Shape consistent in 5/5 folds, direction in 3/5 -- majority but not unanimous.",26.353011,38.915386
THIN_Measure2_Thickness_after_grinding,threshold,positive,0.6574,3/5,0/5,MODERATE,"Shape consistent in 3/5 folds, direction in 0/5 -- majority but not unanimous.",96.861848,121.650212
TOPSIN_ET_Load_Pull_Pout_W_last,threshold,positive,0.6115,4/5,0/5,MODERATE,"Shape consistent in 4/5 folds, direction in 0/5 -- majority but not unanimous.",27.94303,32.943555
THIN_ET_Ran_con_3,threshold,positive,0.6024,3/5,2/5,MODERATE,"Shape consistent in 3/5 folds, direction in 2/5 -- majority but not unanimous.",86.088266,99.775092
MEASURE_ET_DC_RF_CF_S21_Mag_L2180,threshold,positive,0.6009,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",12.249995,18.271178
TOPSIN_ET_Load_Pull_Id_SS,threshold,negative,0.5878,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",70.326612,85.008657
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3,threshold,negative,0.5478,4/5,0/5,MODERATE,"Shape consistent in 4/5 folds, direction in 0/5 -- majority but not unanimous.",12.789103,23.831701
SIN_ET_TR_1F,threshold,positive,0.5342,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",44.254598,56.204842
WIN_CD_WIN_CD,threshold,positive,0.5275,4/5,1/5,MODERATE,"Shape consistent in 4/5 folds, direction in 1/5 -- majority but not unanimous.",0.934035,1.05295
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig,threshold,positive,0.5036,3/5,0/5,MODERATE,"Shape consistent in 3/5 folds, direction in 0/5 -- majority but not unanimous.",35.567527,46.83803
MEASURE_ET_R514,threshold,positive,0.4646,3/5,1/5,MODERATE,"Shape consistent in 3/5 folds, direction in 1/5 -- majority but not unanimous.",77.365519,93.098802
THIN_ET_lkg_10,complex_nonmonotonic,n/a,4.2453,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.012113,0.354436
TOPSIN_ET_DC_PIV_Drain_Lag_0,complex_nonmonotonic,n/a,4.1145,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.599223,11.312367
THIN_ET_lkg_50_at20V,complex_nonmonotonic,n/a,3.7189,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.014238,0.355134
SIN_ET_lkg_SY07_10,complex_nonmonotonic,n/a,3.584,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.013404,0.516823
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,complex_nonmonotonic,n/a,3.5042,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.009139,0.367588
MEASURE_ET_lkg_Cap3,complex_nonmonotonic,n/a,3.3054,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.010658,0.350384
TOPSIN_ET_DC_PIV_Gate_Lag_1,complex_nonmonotonic,n/a,3.1598,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.489659,9.296448
MEASURE_ET_lkg_Cap2,complex_nonmonotonic,n/a,3.0842,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.006589,0.435444
TOPSIN_ET_lkg_Cap3,complex_nonmonotonic,n/a,2.9721,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.013063,0.518
TOPSIN_ET_lkg_C450pf,threshold,negative,2.9658,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",0.009303,0.427268
TOPSIN_ET_lkg_C300,complex_nonmonotonic,n/a,2.8955,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.00702,0.373981
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,complex_nonmonotonic,n/a,2.8815,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",19.884864,29.441999
MEASURE_ET_C385pf,threshold,positive,2.848,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",20.563619,33.042707
FIC_ET_Rc_f_hr_23,complex_nonmonotonic,n/a,2.8314,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.115748,0.297944
MEASURE_ET_DC_RF_Gm_max_W,complex_nonmonotonic,n/a,2.739,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",388.865395,649.850588
MEASURE_ET_C100CapPARCAP,complex_nonmonotonic,n/a,2.6519,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.115236,0.318968
BRGM_ET_ABVIETCH,complex_nonmonotonic,n/a,2.5854,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",390.401202,673.307003
TOPSIN_ET_DC_SMALL_Vbgd_0p01,complex_nonmonotonic,n/a,2.512,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",20.53062,38.173498
MEASURE_ET_LT_SEC_Vbgd1_Vd7,complex_nonmonotonic,n/a,2.5079,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",18.707781,35.799131
TOPSIN_ET_DC_RF_Vbin_gs,complex_nonmonotonic,n/a,2.5065,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",17.179096,37.572209
MEASURE_ET_DC_Diode_Vbpin,complex_nonmonotonic,n/a,2.502,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",17.325764,38.902861
CATHODE_ET_Rcat_cn_3_OW_ST,complex_nonmonotonic,n/a,2.5017,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.114294,0.320949
MEASURE_ET_DC_SMALL_Vbgd_0p1,complex_nonmonotonic,n/a,2.4749,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",16.481632,37.218185
BRGM_ET_C300,complex_nonmonotonic,n/a,2.4302,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",407.615309,641.504105
TFRP_ET_Rsh_TFR2,complex_nonmonotonic,n/a,2.4302,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",32.628668,62.801093
THIN_ET_C300_0,complex_nonmonotonic,n/a,2.4036,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.508376,1.073286
MEASURE_ET_lkg_SY07_10,complex_nonmonotonic,n/a,2.3942,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.013046,0.377415
TOPSIN_ET_Cap2pf,complex_nonmonotonic,n/a,2.3581,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.48913,1.119993
THIN_ET_Rc_cat_ct2_OW_ST,threshold,n/a,2.3228,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.113243,0.303629
MEASURE_ET_R_400_HOR,threshold,positive,2.3198,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",83.350847,99.125019
MEASURE_ET_RF_Modeling_Cgd_err,threshold,n/a,2.3197,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",90.317942,107.28561
MEASURE_ET_C100Cap2pf,complex_nonmonotonic,n/a,2.3176,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.481419,1.162581
MEASURE_ET_DC_PIV_Gate_Lag_0,complex_nonmonotonic,n/a,2.2693,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.491488,9.42294
FIC_ET_Gm_m2,complex_nonmonotonic,n/a,2.2495,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",392.966927,672.989216
MEASURE_ET_DC_RF_K_W,complex_nonmonotonic,n/a,2.2317,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",5.740719,15.550535
TOPSIN_ET_Cap3pf_0,complex_nonmonotonic,n/a,2.2299,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.470782,1.055281
MEASURE_ET_DC_RD_Vboff_ON,complex_nonmonotonic,n/a,2.218,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",11.305667,24.673795
TOPSIN_ET_Gm_max,complex_nonmonotonic,n/a,2.2062,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",363.473257,657.501389
MEASURE_ET_DC_SMALL_Vbin_gs,complex_nonmonotonic,n/a,2.1827,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",19.092346,38.343852
TOPSIN_ET_DC_RF_Gm_max,complex_nonmonotonic,n/a,2.1818,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",370.877327,664.709659
SIN_ET_DC_PIV_Gate_Lag_Imax,complex_nonmonotonic,n/a,2.169,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",495.166672,849.257646
TOPSIN_ET_DC_SMALL_Gm_0,complex_nonmonotonic,n/a,2.1622,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",379.696752,648.498139
TOPSIN_ET_DC_SMALL_Vbgd_0p1,complex_nonmonotonic,n/a,2.1543,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",20.168348,37.503587
TOPSIN_ET_DC_SMALL_Vbgs1,complex_nonmonotonic,n/a,2.1469,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",18.957743,37.805928
MEASURE_ET_DC_Big_S12dB_10GHz,inverted_U,n/a,2.1434,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-33.823876,-18.683488
SIN_ET_DC_PIV_Idss_QP2,complex_nonmonotonic,n/a,2.1302,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",248.025565,466.321989
MEASURE_ET_R_660_VER,complex_nonmonotonic,n/a,2.1217,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",11.450231,21.275054
MEASURE_ET_DC_SMALL_Vt_gs,complex_nonmonotonic,n/a,2.1128,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",79.243417,95.441718
MEASURE_ET_DC_SEC_Id_gm_max,complex_nonmonotonic,n/a,2.0779,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",391.849844,647.458777
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,U_shape,n/a,2.0618,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",6.097922,16.211647
TOPSIN_ET_DC_SMALL_Vbgs_0p01,complex_nonmonotonic,n/a,2.0509,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",19.471569,39.627005
MEASURE_ET_DC_SEC_X_Vboff_Id_SD3p5,complex_nonmonotonic,n/a,2.0409,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",73.604904,92.124067
MEASURE_ET_RF_Modeling_Ls,monotonic,positive,2.0392,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",82.612807,97.529841
THIN_ET_DC_RF_Gm_0,complex_nonmonotonic,n/a,2.0381,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",398.232544,667.837466
MEASURE_ET_DC_RF_Idss,complex_nonmonotonic,n/a,2.037,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",248.161057,464.160588
THIN_ET_Rc_TF_AB_2,complex_nonmonotonic,n/a,2.0226,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.100317,0.291838
SIN_GATE_ET_Rc_an_ct2,complex_nonmonotonic,n/a,1.9924,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.109549,0.299132
MEASURE_ET_Rcat_cn_3_OW_ST,complex_nonmonotonic,n/a,1.9878,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.096148,0.297892
MEASURE_ET_DC_RF_Vds_max_0p1mA,complex_nonmonotonic,n/a,1.9784,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",32.397681,44.904163
MEASURE_ET_LT_SEC_Vd_Id_min,threshold,positive,1.9648,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",34.945413,47.637012
THIN_ET_DC_RF_Vg_optt1,complex_nonmonotonic,n/a,1.9624,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",4.698909,15.06259
THIN_ET_Rc_cat_ct2,complex_nonmonotonic,n/a,1.9621,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.131138,0.295555
TOPSIN_ET_CapFICBRGM_0,complex_nonmonotonic,n/a,1.9615,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",373.682042,659.265444
BRGM_ET_C200_0,complex_nonmonotonic,n/a,1.9583,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",412.120719,655.399277
MEASURE_ET_DC_RF2_S12dB_26GHz,complex_nonmonotonic,n/a,1.9572,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-31.828043,-17.714887
SIN_ET_DC_RF_Vbgd1,threshold,positive,1.9557,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",17.900946,38.880343
MEASURE_ET_Rc_OG142,complex_nonmonotonic,n/a,1.9482,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.098043,0.295251
MEASURE_ET_DC_SMALL_Id_gm_max,complex_nonmonotonic,n/a,1.9396,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",387.46585,657.321153
FIC_ET_DC_RF_Gm_0,complex_nonmonotonic,n/a,1.9378,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",396.580335,653.741445
