raw_csv_parameter_name,relationship_class,direction,turning_point_1,turning_point_2,beneficial_range,harmful_range,effect_size_yield_pct,shape_fold_consistency,n_fold_curves_used,linear_cv_rmse,spline_cv_rmse,rmse_improvement_pct,linear_cv_r2,spline_cv_r2,folds_spline_better,nonlinear_advantage,evidence_label,reason,n_train_rows_used
MEASURE_ET_Cap20,THRESHOLD,positive,1.011148,,0.6522 to 0.9347,0.9464 to 1.029,2.2355,4/5,5,2.2539,2.2182,1.586,0.0003,0.0305,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0305).,1200
TOPSIN_ET_DC_SMALL_Vboff,THRESHOLD,positive,88.143648,,89.63 to 95.07,85.42 to 89.38,2.235,5/5,5,2.1628,2.1554,0.343,0.0764,0.0837,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0837).,1200
TOPSIN_ET_DC_SMALL_Gm_0,COMPLEX_NONLINEAR,n/a,495.668858,546.993998,570.1 to 621.4,503.4 to 565,2.2322,5/5,5,2.2402,2.1607,3.547,0.0104,0.0782,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0782).,1200
MEASURE_ET_DC_RF_K_W,COMPLEX_NONLINEAR,n/a,9.022543,11.923484,9.955 to 12.23,7.261 to 9.748,2.2266,5/5,5,2.2388,2.1998,1.742,0.0134,0.0445,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0445).,1200
MEASURE_ET_DC_Big_S22dB_10GHz,THRESHOLD,positive,-8.175556,,-14.02 to -8.688,-16.07 to -14.23,2.2261,5/5,5,2.2587,2.2095,2.179,-0.0059,0.032,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0320).,1200
TOPSIN_ET_DC_RF_Vp_01,COMPLEX_NONLINEAR,n/a,-0.944772,-0.864978,-1.071 to -0.9514,-1.324 to -1.084,2.2259,5/5,5,2.2525,2.2217,1.367,-0.0012,0.0274,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0274).,1200
MEASURE_ET_Vp_1,COMPLEX_NONLINEAR,n/a,-0.9674,-0.857338,-1.071 to -0.9468,-1.236 to -1.084,2.2196,5/5,5,2.2571,2.2155,1.842,-0.0046,0.0321,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0321).,1200
MEASURE_ET_DC_Big_MAG_10GHz,COMPLEX_NONLINEAR,n/a,13.625658,14.594251,15.99 to 17.68,12.96 to 15.87,2.2196,4/5,5,2.2281,2.207,0.948,0.022,0.0432,4/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0432).,1200
TOPSIN_ET_lkg_CapM1BRGM,COMPLEX_NONLINEAR,n/a,501.879979,549.093555,567.5 to 625.2,515 to 562.2,2.2157,5/5,5,2.254,2.1876,2.947,-0.0017,0.0574,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0574).,1200
MEASURE_ET_DC_SEC_Vgs_back_0p1V,THRESHOLD,positive,79.149401,,79.65 to 86.38,76.65 to 79.4,2.2139,5/5,5,2.2202,2.2098,0.47,0.0279,0.0368,5/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0368).,1200
MEASURE_ET_RF_Modeling_Rd,THRESHOLD,positive,78.969291,,77.63 to 81.91,71.49 to 77.37,2.2124,5/5,5,2.2015,2.1889,0.577,0.0459,0.0581,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0581).,1200
MEASURE_ET_DC_PIV_Imax_QP2,COMPLEX_NONLINEAR,n/a,648.778579,713.995116,739.4 to 811.8,529.2 to 601.7,2.2117,5/5,5,2.2497,2.1705,3.521,0.0021,0.0712,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0712).,1200
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,THRESHOLD,positive,82.128476,,83.35 to 89.04,78.47 to 83.08,2.2105,5/5,5,2.1606,2.1629,-0.104,0.0779,0.0755,2/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0755).,1200
TOPSIN_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,n/a,479.013428,553.888382,561.9 to 626.1,492.4 to 556.6,2.21,5/5,5,2.2423,2.2062,1.611,0.0073,0.04,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0400).,1200
TOPSIN_ET_CapFICBRGM_0,COMPLEX_NONLINEAR,n/a,549.313152,609.255641,562.9 to 622.9,503 to 557.5,2.2096,5/5,5,2.2395,2.1937,2.043,0.0099,0.0495,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0495).,1200
MEASURE_ET_DC_SMALL_Vbgd_0p1,INVERTED_U,n/a,31.520952,,27.38 to 33.67,21.75 to 27.05,2.2079,5/5,5,2.1781,2.1149,2.901,0.0629,0.1195,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1195).,1200
MEASURE_ET_DC_RF_MAG_35GHz,SATURATION,positive,16.422263,,16.37 to 17.25,12.95 to 14.38,2.2071,4/5,5,2.2417,2.2311,0.475,0.011,0.0197,2/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0197).,1200
THIN_ET_R_400_VER,THRESHOLD,positive,58.132558,,58.26 to 64.17,55.44 to 58,2.2047,5/5,5,2.2489,2.1713,3.45,-0.0002,0.0672,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0672).,1200
BRGM_ET_C200,COMPLEX_NONLINEAR,n/a,496.984206,550.670616,456.7 to 505,510.4 to 569.5,2.2024,4/5,5,2.2499,2.1927,2.542,0.0022,0.0517,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0517).,1200
MEASURE_ET_C100CapM1BRGM,COMPLEX_NONLINEAR,n/a,486.894704,556.410716,565.1 to 640.4,478.2 to 559.3,2.2023,5/5,5,2.2443,2.2001,1.969,0.0059,0.0432,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0432).,1200
CATHODE_ET_Rsh_cat_c2,SATURATION,negative,128.250645,,106.5 to 112.5,113.2 to 120.4,2.1978,5/5,5,2.2488,2.2235,1.128,0.0031,0.0265,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0265).,1200
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_FPSD3p2,MONOTONIC_POSITIVE,positive,,,61.04 to 66.77,57.05 to 60.79,2.1966,5/5,5,2.1593,2.1477,0.541,0.0806,0.092,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0920).,1200
MEASURE_ET_DC_RF_S22dB_10GHz,COMPLEX_NONLINEAR,n/a,-14.583748,-11.506312,-10.58 to -8.121,-13.46 to -10.79,2.1958,5/5,5,2.2563,2.1865,3.093,-0.0035,0.0555,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0555).,1200
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,THRESHOLD,negative,13.013382,,9.23 to 11.36,7.29 to 9.036,2.1813,5/5,5,2.2583,2.2069,2.275,-0.0058,0.0373,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0373).,1200
MEASURE_ET_Vbkdn_C300pf,THRESHOLD,negative,0.671785,,0.5371 to 0.6473,0.6595 to 0.8064,2.1806,5/5,5,2.2534,2.2242,1.295,-0.0002,0.0229,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0229).,1200
SIN_ET_DC_RF_Vg_optt,SATURATION,positive,68.794038,,71.47 to 77.07,67.98 to 71.24,2.1725,5/5,5,2.2221,2.2187,0.154,0.0282,0.0315,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0315).,1200
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,COMPLEX_NONLINEAR,n/a,-15.6646,-11.990397,-12.56 to -10.27,-14.86 to -12.79,2.1715,5/5,5,2.2646,2.2295,1.552,-0.0149,0.0104,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0104).,1200
THIN_ET_R_4000_VER,THRESHOLD,negative,58.827066,,59.66 to 62.73,57.05 to 59.42,2.1708,5/5,5,2.2551,2.2173,1.674,-0.0031,0.0273,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0273).,1200
MEASURE_ET_Load_Pull_PhL_meas,THRESHOLD,positive,61.07559,,61.76 to 66.34,57.41 to 61.53,2.164,5/5,5,2.1961,2.1784,0.808,0.0459,0.0611,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0611).,1200
BRGM_ET_lkg_SY8_80,COMPLEX_NONLINEAR,n/a,485.564086,530.811688,561.9 to 635.4,488.4 to 556.3,2.1607,5/5,5,2.2442,2.1829,2.732,0.0076,0.0631,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0631).,1200
MEASURE_ET_RF_Modeling_Rgs,SATURATION,positive,64.599507,,67.43 to 74.11,64.09 to 67.17,2.1511,5/5,5,2.2299,2.2141,0.711,0.0209,0.0351,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0351).,1200
MEASURE_ET_RF_Modeling_Stress_time,SATURATION,positive,84.898886,,89.82 to 94.07,83.7 to 85.83,2.1451,5/5,5,2.2413,2.2265,0.661,0.0085,0.0224,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0224).,1200
MEASURE_ET_DC_RF_Idss_W,COMPLEX_NONLINEAR,n/a,342.415767,384.563851,399.3 to 445.7,348.7 to 395.1,2.1435,5/5,5,2.2455,2.2048,1.814,0.0062,0.0431,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0431).,1200
MEASURE_ET_DC_RF_Gm_0_W,SATURATION,positive,434.636916,,563.3 to 623.6,503.1 to 557.9,2.139,4/5,5,2.2417,2.2128,1.29,0.0095,0.0344,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0344).,1200
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,SATURATION,positive,79.758515,,84.21 to 89.18,78.97 to 83.95,2.1355,4/5,5,2.193,2.1912,0.082,0.0535,0.0554,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0554).,1200
FIC_ET_R_f_hr_2,THRESHOLD,positive,49.382341,,49.27 to 51.47,46.63 to 49.05,2.1281,4/5,5,2.2409,2.2208,0.895,0.0113,0.028,5/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0280).,1200
MEASURE_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,n/a,568.393826,624.216804,571.2 to 627,509.8 to 565.6,2.1267,4/5,5,2.2395,2.212,1.227,0.0108,0.0347,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0347).,1200
MEASURE_ET_C200,THRESHOLD,positive,0.789118,,0.5558 to 0.6696,0.681 to 0.7834,2.1253,5/5,5,2.2539,2.2231,1.364,0.0007,0.0286,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0286).,1200
THIN_ET_Rsh_F_AB_2,SATURATION,negative,127.764154,,117.4 to 125.8,126.5 to 132.3,2.1221,4/5,5,2.2451,2.2399,0.231,0.0079,0.0097,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0097).,1200
SIN_GATE_ET_Rc_OG142_GN,THRESHOLD,negative,0.25921,,0.1647 to 0.224,0.2277 to 0.2685,2.1201,5/5,5,2.2232,2.1444,3.545,0.0246,0.0884,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0884).,1200
FMESA_Height_Fmesa_Height,SATURATION,positive,0.156343,,0.1545 to 0.1589,0.1366 to 0.1538,2.1181,5/5,5,2.2562,2.239,0.762,-0.0028,0.0089,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0089).,1200
MEASURE_ET_DC_RF_Vg_max_Vd,THRESHOLD,positive,64.793389,,64.3 to 69.72,60.12 to 64.06,2.1179,5/5,5,2.177,2.1743,0.121,0.0654,0.0688,2/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0688).,1200
MEASURE_ET_RF_Modeling_Ld,U_SHAPED,n/a,30.407971,,33.81 to 36.45,27.88 to 33.59,2.1178,5/5,5,2.2182,2.2122,0.273,0.0304,0.0345,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0345).,1200
TOPSIN_ET_C100CapM1BRGM,COMPLEX_NONLINEAR,n/a,455.507219,509.466428,571.5 to 625.5,415 to 474.4,2.1155,5/5,5,2.2307,2.1918,1.745,0.0191,0.0502,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0502).,1200
MEASURE_ET_Load_Pull_Gss,COMPLEX_NONLINEAR,n/a,16.033012,17.427794,12.55 to 16.13,10.55 to 12.35,2.115,5/5,5,2.2565,2.2056,2.258,-0.0041,0.0432,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0432).,1200
MEASURE_ET_DC_RF_S11ang_26GHz_W,COMPLEX_NONLINEAR,n/a,-10.052891,-7.855548,-15.44 to -9.943,-9.723 to -7.746,2.114,4/5,5,2.2679,2.1883,3.511,-0.0157,0.055,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0550).,1200
TOPSIN_ET_C100C500pf,THRESHOLD,negative,0.687599,,0.567 to 0.6933,0.7048 to 0.8312,2.1138,4/5,5,2.258,2.2306,1.213,-0.0038,0.025,2/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0250).,1200
MEASURE_ET_DC_RF_MSG_18GHz,MONOTONIC_POSITIVE,positive,,,40.37 to 47.47,38.24 to 40.13,2.1115,4/5,5,2.2501,2.2185,1.406,0.0024,0.0308,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0308).,1200
MEASURE_ET_RF_Modeling_S22dB_10GHz,COMPLEX_NONLINEAR,n/a,-11.340528,-10.010471,-14.55 to -9.456,-17.21 to -14.78,2.1098,4/5,5,2.2537,2.2092,1.976,-0.0002,0.0383,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0383).,1200
OHMIC_ET_Ran_con_1,THRESHOLD,positive,100.920605,,96.77 to 103.1,91.89 to 96.48,2.1073,4/5,5,2.1669,2.1445,1.033,0.0763,0.0959,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0959).,1200
THIN_ET_TF_AB_1,THRESHOLD,positive,0.320858,,-0.5459 to 1.435,1.683 to 8.865,2.1073,5/5,5,2.2493,2.2064,1.909,0.0035,0.0412,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0412).,1200
MEASURE_ET_DC_Stress_Vp_before,COMPLEX_NONLINEAR,n/a,-1.109521,-0.943937,-1.061 to -0.9232,-1.254 to -1.075,2.105,5/5,5,2.2578,2.1886,3.065,-0.0053,0.0589,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0589).,1200
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,THRESHOLD,negative,-0.877923,,-1.089 to -1.007,-1.266 to -1.102,2.1003,5/5,5,2.2549,2.2209,1.508,-0.0036,0.0247,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0247).,1200
MEASURE_ET_DC_SEC_S_Bin_SD3p5,U_SHAPED,n/a,87.08562,,88.52 to 93.23,83.82 to 88.26,2.0941,5/5,5,2.2003,2.1496,2.304,0.044,0.0872,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0872).,1200
TOPSIN_ET_DC_SMALL_Vt_gd,THRESHOLD,negative,17.91835,,22.09 to 25.91,19.71 to 21.85,2.0901,4/5,5,2.2493,2.2226,1.184,0.0032,0.0289,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0289).,1200
FIC_ET_Vdg_max,THRESHOLD,positive,60.371478,,55.85 to 59.96,51.19 to 55.57,2.0899,5/5,5,2.2509,2.184,2.973,0.0025,0.0603,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0603).,1200
MEASURE_ET_DC_RF_Gm_max,COMPLEX_NONLINEAR,n/a,482.938817,559.155497,572.8 to 627.2,496.5 to 567.3,2.0878,5/5,5,2.254,2.2093,1.983,-0.002,0.0389,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0389).,1200
TOPSIN_ET_DC_RF_Vg_max_Vd,THRESHOLD,negative,10.044081,,6.132 to 7.523,7.697 to 9.783,2.0875,5/5,5,2.2575,2.2156,1.858,-0.0046,0.0329,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0329).,1200
MEASURE_ET_Vg_gm_max,COMPLEX_NONLINEAR,n/a,508.676188,572.154022,574.8 to 633,511.3 to 569.5,2.0873,4/5,5,2.2412,2.2165,1.102,0.0094,0.0271,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0271).,1200
THIN_ET_KLV_F_AB_4u,SATURATION,negative,32.296642,,28.99 to 32.09,24.86 to 28.79,2.0864,4/5,5,2.2553,2.2187,1.622,-0.0024,0.0324,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0324).,1200
BRGM_ET_KLV_F_M1_4u,U_SHAPED,n/a,554.530826,,455.6 to 509.1,514.4 to 567.9,2.0799,4/5,5,2.2532,2.1524,4.473,-0.0009,0.0804,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0804).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,THRESHOLD,positive,75.748161,,76.55 to 81.85,72.87 to 76.32,2.0793,5/5,5,2.1804,2.1784,0.091,0.0656,0.0677,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0677).,1200
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,SATURATION,positive,-0.038028,,-0.03318 to 0.0299,-0.05016 to -0.0356,2.0784,4/5,5,2.2545,2.2218,1.448,-0.0017,0.028,5/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0280).,1200
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,THRESHOLD,positive,94.390368,,95.84 to 101.6,91.36 to 95.58,2.0684,4/5,5,2.169,2.1635,0.251,0.0714,0.0767,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0767).,1200
TOPSIN_ET_CapM1BRGM,COMPLEX_NONLINEAR,n/a,562.960085,624.810066,582.6 to 633.2,509.5 to 577,2.0673,5/5,5,2.2445,2.1775,2.986,0.0066,0.0652,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0652).,1200
TOPSIN_ET_HIRS,COMPLEX_NONLINEAR,n/a,32.072593,33.672613,35.62 to 38.36,29.9 to 32.42,2.0623,4/5,5,2.2479,2.2319,0.712,0.0028,0.0136,4/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0136).,1200
MEASURE_ET_DC_RF_Vboff_ON,SATURATION,positive,49.114452,,49.24 to 53.73,53.98 to 56.72,2.0621,5/5,5,2.2573,2.1611,4.261,-0.0066,0.0625,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0625).,1200
SIN_GATE_ET_R514,THRESHOLD,positive,32.569245,,29.74 to 32.67,24.51 to 27.65,2.0616,5/5,5,2.2337,2.2324,0.057,0.0164,0.0173,2/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0173).,1200
TOPSIN_ET_Vdg_max,THRESHOLD,positive,85.682655,,85.54 to 91.45,80.48 to 85.26,2.0607,5/5,5,2.1984,2.191,0.337,0.0457,0.0518,5/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0518).,1200
MEASURE_ET_DC_SEC_Ids_min_ON,THRESHOLD,positive,42.482173,,42.24 to 46.91,37.31 to 41.99,2.0574,5/5,5,2.2229,2.1803,1.92,0.0245,0.0654,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0654).,1200
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second,THRESHOLD,negative,-0.866605,,-1.071 to -0.9865,-1.339 to -1.085,2.0544,4/5,5,2.2544,2.2279,1.178,-0.002,0.0186,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0186).,1200
SIN_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,n/a,502.473644,558.283655,571 to 616.6,510.1 to 565.9,2.0497,5/5,5,2.2412,2.1733,3.029,0.0095,0.0684,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0684).,1200
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SATURATION,positive,9.181553,,12.12 to 14.95,15.15 to 16.16,2.0479,4/5,5,2.2543,2.224,1.343,-0.0012,0.0281,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0281).,1200
TOPSIN_ET_CapM1BRGM_0,COMPLEX_NONLINEAR,n/a,504.159481,562.70092,570.7 to 629.2,506.8 to 565.4,2.0468,5/5,5,2.2449,2.2069,1.692,0.0068,0.0374,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0374).,1200
MEASURE_ET_Rc_TF_AB_2,INVERTED_U,n/a,0.175355,,0.1466 to 0.1906,0.2345 to 0.2717,2.046,4/5,5,2.2253,2.2159,0.422,0.0239,0.0325,3/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0325).,1200
FIC_ET_DC_RF_Vbgd1,COMPLEX_NONLINEAR,n/a,30.24234,33.752702,27.21 to 32,21.47 to 26.89,2.0431,5/5,5,2.1708,2.118,2.431,0.0733,0.1181,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.1181).,1200
TOPSIN_ET_Rc_f_hr_23,COMPLEX_NONLINEAR,n/a,0.213407,0.256525,0.1865 to 0.2224,0.226 to 0.2691,2.0419,5/5,5,2.2481,2.2058,1.883,0.0028,0.0388,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0388).,1200
SIN_GATE_ET_Rc_OG144,COMPLEX_NONLINEAR,n/a,0.172942,0.201098,0.1712 to 0.2205,0.224 to 0.2732,2.0415,5/5,5,2.2435,2.1859,2.568,0.0081,0.0556,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0556).,1200
THIN_ET_C_CAT_2,PROCESS_WINDOW,n/a,90.845928,,82.99 to 90.98,91.25 to 93.38,2.0378,4/5,5,2.2579,2.243,0.662,-0.0059,0.0066,4/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0066).,1200
MEASURE_ET_RF_Modeling_Vd_set,SATURATION,positive,60.012994,,61.03 to 67.9,57.98 to 60.78,2.0342,5/5,5,2.2381,2.2312,0.305,0.0121,0.0193,4/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0193).,1200
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,SATURATION,positive,54.531789,,49.59 to 52.89,46.74 to 49.37,2.0325,4/5,5,2.2434,2.229,0.642,0.0075,0.0216,4/5,False,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0216).,1200
TOPSIN_ET_Cap_USV,SATURATION,negative,1.003668,,0.6168 to 0.7785,0.9517 to 1.033,2.031,5/5,5,2.2453,2.2283,0.759,0.008,0.0206,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0206).,1200
FIC_ET_DC_RF_n_gs,U_SHAPED,n/a,70.494492,,66.03 to 67.72,67.96 to 71.1,2.0268,5/5,5,2.2493,2.2058,1.934,0.0022,0.0377,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0377).,1200
TOPSIN_ET_OHMC,THRESHOLD,positive,21.3878,,16.15 to 21.29,21.49 to 22.93,2.0228,5/5,5,2.2551,2.2306,1.085,-0.0019,0.0134,3/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0134).,1200
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,U_SHAPED,n/a,21.81603,,15.42 to 17.59,17.81 to 22.14,2.0212,5/5,5,2.2468,2.2089,1.689,0.0033,0.0337,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0337).,1200
MEASURE_ET_RF_Modeling_S11dB_10GHz,U_SHAPED,n/a,-11.73731,,-15.69 to -13.76,-13.57 to -9.521,2.0188,5/5,5,2.2577,2.1905,2.976,-0.005,0.0517,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0517).,1200
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,THRESHOLD,positive,34.908572,,34.56 to 38.94,29.95 to 34.33,2.0164,5/5,5,2.1681,2.1472,0.963,0.0743,0.0925,5/5,False,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0925).,1200
TOPSIN_ET_CapUSV_0,THRESHOLD,positive,0.703838,,0.6796 to 0.9218,0.5222 to 0.6675,2.0118,4/5,5,2.259,2.2125,2.058,-0.0041,0.0386,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0386).,1200
MEASURE_ET_sh_GA142,THRESHOLD,positive,84.890541,,86.14 to 92.54,81.69 to 85.86,2.0093,5/5,5,2.1959,2.1731,1.038,0.0499,0.0689,4/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0689).,1200
MEASURE_ET_DC_PIV_Idss_QP2,COMPLEX_NONLINEAR,n/a,350.381078,385.940518,392.6 to 450.4,277 to 317,2.0073,4/5,5,2.2442,2.2186,1.142,0.0075,0.0301,4/5,True,STRONG,Shape reproduced in 4/5 fold curves; positive out-of-fold R^2 (0.0301).,1200
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,U_SHAPED,n/a,-1.126651,,-0.8948 to -0.7825,-1.246 to -0.9089,2.0055,5/5,5,2.2578,2.2032,2.418,-0.0071,0.0434,5/5,True,STRONG,Shape reproduced in 5/5 fold curves; positive out-of-fold R^2 (0.0434).,1200
