feature_name,source_type,present_in_original_csv,source_columns,modeling_status,exclusion_reason,feature_family,correlation_cluster_id,correlation_cluster_size
MEASURE_ET_DC_SEC_X_Ids_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,340,1
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,474,1
MEASURE_ET_DC_SEC_X_Ids_max_norm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,29,1
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,166,1
MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,170,1
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,673,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,471,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,745,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,941,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,390,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,190,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,874,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,167,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,428,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,732,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,679,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,944,1
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,451,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,51,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,485,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,441,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,171,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,678,1
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,631,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,842,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,740,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,887,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,386,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,555,1
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,612,1
MEASURE_ET_DC_SEC_X_Ron,original raw CSV column (numeric predictor),yes,,included,,MEASURE,230,1
MEASURE_ET_DC_SEC_X_Ron_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,384,1
MEASURE_ET_DC_SEC_X_Ron_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,600,1
MEASURE_ET_DC_SEC_X_Vboff_Id,original raw CSV column (numeric predictor),yes,,included,,MEASURE,873,1
MEASURE_ET_DC_SEC_X_Vboff_Id_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,379,1
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig,original raw CSV column (numeric predictor),yes,,included,,MEASURE,148,1
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,449,1
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,829,1
MEASURE_ET_DC_SEC_X_Vboff_Id_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,886,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,913,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,541,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,463,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,380,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,611,1
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,61,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,545,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,935,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,948,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,225,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,134,1
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,392,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,42,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,937,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,749,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,original raw CSV column (numeric predictor),yes,,included,,MEASURE,246,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,921,1
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,605,1
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_SD3p5,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Gm_0,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Gm_m0p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Id_gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Ids_m0p2,original raw CSV column (numeric predictor),yes,,included,,MEASURE,52,1
MEASURE_ET_DC_SMALL_Idss,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Imax,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_n_gd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,651,1
MEASURE_ET_DC_SMALL_n_gs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,436,1
MEASURE_ET_DC_SMALL_Vbgd_0p01,original raw CSV column (numeric predictor),yes,,included,,MEASURE,780,1
MEASURE_ET_DC_SMALL_Vbgd_0p1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,820,1
MEASURE_ET_DC_SMALL_Vbgd1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,781,1
MEASURE_ET_DC_SMALL_Vbgs_0p01,original raw CSV column (numeric predictor),yes,,included,,MEASURE,782,1
MEASURE_ET_DC_SMALL_Vbgs_0p1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,800,1
MEASURE_ET_DC_SMALL_Vbgs1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,818,1
MEASURE_ET_DC_SMALL_Vbin_gd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,790,1
MEASURE_ET_DC_SMALL_Vbin_gs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,771,1
MEASURE_ET_DC_SMALL_Vboff,original raw CSV column (numeric predictor),yes,,included,,MEASURE,375,1
MEASURE_ET_DC_SMALL_Vdg_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,222,1
MEASURE_ET_DC_SMALL_Vdg_max_0p1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,102,1
MEASURE_ET_DC_SMALL_Vds_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,636,1
MEASURE_ET_DC_SMALL_Vds_max_0p1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,963,1
MEASURE_ET_DC_SMALL_Vg_gm_max,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Vg_max_Vd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,616,1
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,492,1
MEASURE_ET_DC_SMALL_Vg_optt,original raw CSV column (numeric predictor),yes,,included,,MEASURE,844,1
MEASURE_ET_DC_SMALL_Vp_01,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Vp_1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_SMALL_Vt_gd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,659,1
MEASURE_ET_DC_SMALL_Vt_gs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,676,1
MEASURE_ET_DC_Stress_Gm_max_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Gm_max_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Id_gm_max_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Id_gm_max_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Id_max_Ig_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,156,1
MEASURE_ET_DC_Stress_Id_max_Ig_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,660,1
MEASURE_ET_DC_Stress_Id_stress_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,432,1
MEASURE_ET_DC_Stress_Id_stress_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,99,1
MEASURE_ET_DC_Stress_Idss_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Idss_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Ig_max_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,48,1
MEASURE_ET_DC_Stress_Ig_max_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,614,1
MEASURE_ET_DC_Stress_Stress_time,original raw CSV column (numeric predictor),yes,,included,,MEASURE,238,1
MEASURE_ET_DC_Stress_Vd_stress,original raw CSV column (numeric predictor),yes,,included,,MEASURE,453,1
MEASURE_ET_DC_Stress_Vg_gm_max_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Vg_gm_max_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Vg_max_Ig_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,867,1
MEASURE_ET_DC_Stress_Vg_max_Ig_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,233,1
MEASURE_ET_DC_Stress_Vp_after,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Vp_before,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_DC_Stress_Vp_delta,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_Load_Pull_Freq,original raw CSV column (numeric predictor),yes,,included,,MEASURE,613,1
MEASURE_ET_Load_Pull_Gain_comp_Last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,252,1
MEASURE_ET_Load_Pull_GL_meas,original raw CSV column (numeric predictor),yes,,included,,MEASURE,497,1
MEASURE_ET_Load_Pull_GL_set,original raw CSV column (numeric predictor),yes,,included,,MEASURE,56,1
MEASURE_ET_Load_Pull_Gss,original raw CSV column (numeric predictor),yes,,included,,MEASURE,199,1
MEASURE_ET_Load_Pull_ID_comp_Last_mA,original raw CSV column (numeric predictor),yes,,included,,MEASURE,184,1
MEASURE_ET_Load_Pull_Id_ini,original raw CSV column (numeric predictor),yes,,included,,MEASURE,954,1
MEASURE_ET_Load_Pull_Id_ord,original raw CSV column (numeric predictor),yes,,included,,MEASURE,641,1
MEASURE_ET_Load_Pull_Id_SS,original raw CSV column (numeric predictor),yes,,included,,MEASURE,597,1
MEASURE_ET_Load_Pull_IG_comp_Last_uA,original raw CSV column (numeric predictor),yes,,included,,MEASURE,836,1
MEASURE_ET_Load_Pull_P.A.E_Last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,258,2
MEASURE_ET_Load_Pull_PhL_meas,original raw CSV column (numeric predictor),yes,,included,,MEASURE,862,1
MEASURE_ET_Load_Pull_PhL_set,original raw CSV column (numeric predictor),yes,,included,,MEASURE,88,1
MEASURE_ET_Load_Pull_Pin_Cut,original raw CSV column (numeric predictor),yes,,included,,MEASURE,62,1
MEASURE_ET_Load_Pull_Pin_Last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,601,1
MEASURE_ET_Load_Pull_Pout_Last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,324,1
MEASURE_ET_Load_Pull_Pout_W_last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,249,1
MEASURE_ET_Load_Pull_Pout_W_mm_last,original raw CSV column (numeric predictor),yes,,included,,MEASURE,261,2
MEASURE_ET_Load_Pull_Vg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,54,1
MEASURE_ET_LT_SEC_ChipStatus,original raw CSV column (numeric predictor),yes,,included,,MEASURE,737,1
MEASURE_ET_LT_SEC_Id_min_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,404,1
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,202,1
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd7,original raw CSV column (numeric predictor),yes,,included,,MEASURE,341,1
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd8,original raw CSV column (numeric predictor),yes,,included,,MEASURE,237,1
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,626,1
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,208,1
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,original raw CSV column (numeric predictor),yes,,included,,MEASURE,955,1
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd8,original raw CSV column (numeric predictor),yes,,included,,MEASURE,691,1
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,817,72
MEASURE_ET_LT_SEC_Vbgd1,original raw CSV column (numeric predictor),yes,,included,,MEASURE,795,1
MEASURE_ET_LT_SEC_Vbgd1_Vd3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,803,1
MEASURE_ET_LT_SEC_Vbgd1_Vd7,original raw CSV column (numeric predictor),yes,,included,,MEASURE,819,1
MEASURE_ET_LT_SEC_Vbgd1_Vd8,original raw CSV column (numeric predictor),yes,,included,,MEASURE,768,1
MEASURE_ET_LT_SEC_Vd_Id_min,original raw CSV column (numeric predictor),yes,,included,,MEASURE,337,1
MEASURE_ET_LT_SEC_Vd_Id_min_Vd3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,550,1
MEASURE_ET_LT_SEC_Vd_Id_min_Vd7,original raw CSV column (numeric predictor),yes,,included,,MEASURE,129,1
MEASURE_ET_LT_SEC_Vd_Id_min_Vd8,original raw CSV column (numeric predictor),yes,,included,,MEASURE,407,1
MEASURE_ET_LT_SEC_Vg_Id_min,original raw CSV column (numeric predictor),yes,,included,,MEASURE,615,1
MEASURE_ET_LT_SEC_Vg_Id_min_Vd3,original raw CSV column (numeric predictor),yes,,included,,MEASURE,881,1
MEASURE_ET_LT_SEC_Vg_Id_min_Vd7,original raw CSV column (numeric predictor),yes,,included,,MEASURE,634,1
MEASURE_ET_LT_SEC_Vg_Id_min_Vd8,original raw CSV column (numeric predictor),yes,,included,,MEASURE,610,1
MEASURE_ET_RF_Modeling_Cds,original raw CSV column (numeric predictor),yes,,included,,MEASURE,588,1
MEASURE_ET_RF_Modeling_Cds_err,original raw CSV column (numeric predictor),yes,,included,,MEASURE,945,1
MEASURE_ET_RF_Modeling_Cgd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,976,1
MEASURE_ET_RF_Modeling_Cgd_err,original raw CSV column (numeric predictor),yes,,included,,MEASURE,966,1
MEASURE_ET_RF_Modeling_Cgs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,838,1
MEASURE_ET_RF_Modeling_Cgs_err,original raw CSV column (numeric predictor),yes,,included,,MEASURE,840,1
MEASURE_ET_RF_Modeling_Delta_MAG_19G,original raw CSV column (numeric predictor),yes,,included,,MEASURE,272,1
MEASURE_ET_RF_Modeling_Delta_MAG_25G,original raw CSV column (numeric predictor),yes,,included,,MEASURE,319,1
MEASURE_ET_RF_Modeling_Delta_S21_19G,original raw CSV column (numeric predictor),yes,,included,,MEASURE,296,1
MEASURE_ET_RF_Modeling_Delta_S21_25G,original raw CSV column (numeric predictor),yes,,included,,MEASURE,290,1
MEASURE_ET_RF_Modeling_Fmax,original raw CSV column (numeric predictor),yes,,included,,MEASURE,116,1
MEASURE_ET_RF_Modeling_Fmax_ext,original raw CSV column (numeric predictor),yes,,included,,MEASURE,645,1
MEASURE_ET_RF_Modeling_Fmax_int,original raw CSV column (numeric predictor),yes,,included,,MEASURE,399,1
MEASURE_ET_RF_Modeling_Ft,original raw CSV column (numeric predictor),yes,,included,,MEASURE,47,1
MEASURE_ET_RF_Modeling_Ft_ext,original raw CSV column (numeric predictor),yes,,included,,MEASURE,162,1
MEASURE_ET_RF_Modeling_Ft_int,original raw CSV column (numeric predictor),yes,,included,,MEASURE,920,1
MEASURE_ET_RF_Modeling_Gds,original raw CSV column (numeric predictor),yes,,included,,MEASURE,556,1
MEASURE_ET_RF_Modeling_Gds_err,original raw CSV column (numeric predictor),yes,,included,,MEASURE,623,1
MEASURE_ET_RF_Modeling_Gm,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Gm_0_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Gm_err,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Gm_m0p2_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Gm_max_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Id_gm_max_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_Id_search,original raw CSV column (numeric predictor),yes,,included,,MEASURE,520,52
MEASURE_ET_RF_Modeling_ids_m0p2_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,345,1
MEASURE_ET_RF_Modeling_Idss_W,original raw CSV column (numeric predictor),yes,,included,,MEASURE,557,199
MEASURE_ET_RF_Modeling_K,original raw CSV column (numeric predictor),yes,,included,,MEASURE,587,1
MEASURE_ET_RF_Modeling_L_Gd,original raw CSV column (numeric predictor),yes,,included,,MEASURE,841,1
MEASURE_ET_RF_Modeling_L_Gg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,703,1
MEASURE_ET_RF_Modeling_L_Gs,original raw CSV column (numeric predictor),yes,,included,,MEASURE,366,1
MEASURE_ET_RF_Modeling_Ld,original raw CSV column (numeric predictor),yes,,included,,MEASURE,19,1
MEASURE_ET_RF_Modeling_Lg,original raw CSV column (numeric predictor),yes,,included,,MEASURE,67,1
