parameter_A,parameter_B,parameter_C,contrast_3way,max_2way_contrast_in_cube,adds_beyond_lower_order,"high_yield_region_(A,B,C)_bins",high_yield_mean,"low_yield_region_(A,B,C)_bins",low_yield_mean,min_cell_count,fold_sign_reproducibility,evidence_label,reason
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1445,0.2374,False,"(0, 1, 0)",93.216,"(1, 0, 1)",90.238,60.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.3191,0.3922,False,"(0, 0, 0)",93.275,"(1, 1, 1)",90.088,62.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3698,0.3957,False,"(0, 0, 0)",93.083,"(1, 1, 1)",89.86,59.0,1/1,WEAK,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_cat_ct2,THIN_ET_lkg_100_at20V,-0.4629,0.3135,True,"(0, 1, 0)",93.193,"(1, 1, 1)",90.035,84.0,2/2,WEAK,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_cat_ct2_OW_ST,THIN_ET_lkg_100_at20V,0.1761,0.1602,True,"(1, 0, 0)",93.333,"(1, 1, 1)",90.752,48.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1816,0.3451,False,"(1, 0, 0)",93.171,"(1, 0, 1)",89.899,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2931,0.4978,False,"(0, 1, 0)",93.125,"(1, 1, 1)",89.915,67.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.019,0.2174,False,"(0, 1, 0)",93.422,"(1, 1, 1)",90.754,67.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0308,0.3098,False,"(0, 1, 0)",93.984,"(1, 1, 1)",90.297,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,0.048,0.3079,False,"(0, 0, 0)",93.272,"(1, 0, 1)",90.007,63.0,1/1,WEAK,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,-0.3001,0.207,True,"(0, 0, 0)",93.293,"(1, 1, 1)",90.454,41.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_Rsh_cat_c2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2619,0.2892,False,"(1, 0, 0)",93.334,"(1, 0, 1)",90.012,75.0,2/2,WEAK,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_VIA_KLV_2,THIN_ET_lkg_100_at20V,0.1238,0.1106,True,"(0, 0, 0)",93.403,"(1, 0, 1)",90.661,122.0,4/5,STRONG,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_lkg_Cap_USV,THIN_ET_lkg_100_at20V,-0.1523,0.3563,False,"(0, 1, 0)",93.517,"(1, 1, 1)",90.61,18.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_lkg_Cap_USV,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3514,0.207,True,"(0, 0, 0)",93.423,"(1, 1, 1)",90.111,52.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,MESA_ET_Probe_Number,THIN_ET_lkg_100_at20V,0.1072,0.0828,True,"(0, 1, 0)",93.288,"(1, 0, 1)",90.57,120.0,3/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,MESA_ET_Probe_Number,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0158,0.3121,False,"(0, 0, 0)",93.367,"(1, 0, 1)",90.189,110.0,3/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,MaskSetSupplyChipsCount,THIN_ET_lkg_100_at20V,0.448,0.2746,True,"(0, 1, 0)",93.34,"(1, 0, 1)",89.249,102.0,5/5,STRONG,
MEASURE_ET_Rc_OG142_GN,OHMIC_ET_OHMC,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0399,0.2947,False,"(1, 0, 0)",93.348,"(1, 1, 1)",89.949,83.0,1/4,WEAK,
MEASURE_ET_Rc_OG142_GN,OHMIC_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.2642,0.339,False,"(0, 0, 0)",93.243,"(1, 1, 1)",90.431,52.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0226,0.469,False,"(0, 1, 0)",94.173,"(1, 1, 1)",90.146,33.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,OHMIC_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0265,0.2408,False,"(0, 0, 0)",93.251,"(1, 1, 1)",90.37,82.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,SIN_ET_Probe_Number,THIN_ET_lkg_100_at20V,0.091,0.4599,False,"(0, 0, 0)",93.481,"(1, 0, 1)",89.959,121.0,3/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,SIN_GATE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2423,0.2686,False,"(0, 0, 0)",93.126,"(1, 1, 1)",89.828,54.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0018,0.3234,False,"(0, 1, 0)",93.55,"(1, 1, 1)",90.153,75.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,SIN_GATE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0586,0.2256,False,"(1, 0, 0)",93.111,"(1, 1, 1)",90.148,63.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,TFRP_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,-0.0173,0.2907,False,"(0, 1, 0)",93.651,"(1, 1, 1)",90.567,74.0,0/2,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1161,0.3495,False,"(0, 1, 0)",93.492,"(1, 1, 1)",90.121,62.0,1/2,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_C_AN_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.198,0.5539,False,"(0, 1, 0)",93.425,"(1, 1, 1)",89.211,122.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_100_at20V,-0.1095,0.3516,False,"(0, 0, 0)",93.525,"(1, 0, 1)",89.825,128.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,-0.2242,0.3821,False,"(0, 1, 0)",93.243,"(1, 1, 1)",89.671,127.0,5/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_R314,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0412,0.2247,False,"(0, 1, 0)",93.015,"(1, 0, 1)",90.157,115.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_F_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.2021,0.1933,True,"(0, 1, 0)",93.004,"(1, 1, 1)",90.156,70.0,1/2,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_OG142,THIN_ET_lkg_100_at20V,0.2574,0.2767,False,"(1, 0, 0)",93.69,"(1, 1, 1)",90.132,80.0,3/3,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_OG142,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.0162,0.2861,False,"(1, 0, 0)",93.422,"(1, 1, 1)",89.641,73.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,-0.4054,0.3679,True,"(0, 0, 0)",93.407,"(1, 1, 1)",90.353,44.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.3163,0.4805,False,"(0, 1, 0)",93.293,"(1, 1, 1)",89.879,48.0,1/1,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_cat_ct2,THIN_ET_lkg_100_at20V,-0.5232,0.3972,True,"(0, 0, 0)",93.234,"(1, 1, 1)",90.201,56.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_cat_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1692,0.5036,False,"(0, 1, 0)",94.15,"(1, 1, 1)",90.015,46.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_f_hr_23,THIN_ET_lkg_100_at20V,-0.3939,0.6133,False,"(0, 1, 0)",93.453,"(1, 1, 1)",89.958,69.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.144,0.7127,False,"(0, 1, 0)",94.178,"(1, 1, 1)",89.676,59.0,1/1,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rc_f_tn_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1557,0.4992,False,"(0, 1, 0)",93.575,"(1, 1, 1)",89.515,44.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_1,THIN_ET_lkg_100_at20V,0.2103,0.1585,True,"(0, 0, 0)",93.209,"(1, 0, 1)",90.102,53.0,1/1,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.415,0.2225,True,"(0, 0, 0)",93.152,"(1, 1, 1)",90.087,40.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,-0.2006,0.1249,True,"(0, 1, 0)",93.355,"(1, 1, 1)",90.631,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.005,0.282,False,"(0, 1, 0)",93.956,"(1, 1, 1)",90.214,56.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,-0.0242,0.4335,False,"(0, 1, 0)",93.551,"(1, 1, 1)",90.094,67.0,0/1,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.0569,0.5238,False,"(0, 1, 0)",93.541,"(1, 1, 1)",90.025,77.0,3/3,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1777,0.2176,False,"(0, 1, 0)",93.414,"(1, 1, 1)",90.245,77.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_TF_AB_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.008,0.2528,False,"(0, 1, 0)",93.17,"(1, 1, 1)",89.708,103.0,5/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,0.3084,0.3352,False,"(0, 0, 0)",93.585,"(1, 1, 0)",90.38,92.0,5/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1_0,0.366,0.3281,True,"(0, 0, 0)",93.511,"(1, 1, 0)",89.938,109.0,5/5,STRONG,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1497,0.2939,False,"(0, 0, 0)",93.377,"(1, 1, 1)",90.206,49.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vdg_max,0.0317,0.172,False,"(0, 0, 0)",93.619,"(1, 1, 1)",90.658,83.0,1/4,WEAK,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_Load_Pull_Gain_comp_Last,-0.1974,0.0701,True,"(0, 0, 1)",93.395,"(1, 1, 1)",90.68,125.0,4/5,STRONG,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_Rc_OG144,-0.0571,0.3882,False,"(0, 0, 1)",93.586,"(1, 1, 1)",90.282,46.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C450pf,-0.0499,0.1858,False,"(0, 0, 0)",93.243,"(1, 1, 1)",90.57,37.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2633,0.2241,True,"(0, 1, 0)",93.33,"(1, 0, 1)",90.227,99.0,4/4,STRONG,
MEASURE_ET_Rc_OG142_GN,THIN_Measure2_Thickness_after_grinding,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.188,0.2133,False,"(0, 0, 0)",93.248,"(1, 1, 1)",89.858,105.0,3/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_C100CapPARCAP,TOPSIN_ET_DC_PIV_Drain_Lag_1,-0.1818,0.2115,False,"(0, 0, 0)",93.091,"(1, 1, 1)",89.792,52.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_RF_Vg_max_Vd,0.1894,0.2447,False,"(0, 0, 0)",93.032,"(1, 1, 0)",90.263,105.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.2446,0.2018,True,"(0, 0, 0)",93.865,"(1, 1, 1)",89.912,80.0,4/4,STRONG,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_OHMC,0.0995,0.2377,False,"(0, 0, 1)",93.251,"(1, 1, 1)",90.435,118.0,4/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_R_f_hr_2,0.1353,0.2174,False,"(0, 0, 1)",93.223,"(1, 1, 1)",90.135,96.0,3/5,MODERATE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG142_GN,-0.1263,0.3959,False,"(1, 0, 0)",93.136,"(1, 1, 1)",90.119,76.0,3/3,MODERATE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_Rc_OG144,-0.2613,0.2655,False,"(0, 0, 0)",93.14,"(1, 1, 1)",90.067,44.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG142_GN,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_lkg_C450pf,-0.3286,0.1956,True,"(0, 0, 0)",93.504,"(1, 1, 1)",89.852,69.0,2/2,WEAK,
MEASURE_ET_Rc_OG144,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.2661,0.4204,False,"(0, 1, 0)",93.149,"(1, 1, 1)",89.823,51.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_OG144,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1392,0.3574,False,"(1, 0, 0)",92.857,"(1, 0, 1)",90.352,102.0,2/5,WEAK,
MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0546,0.3324,False,"(0, 0, 0)",93.223,"(1, 1, 1)",90.35,103.0,4/4,MODERATE,
MEASURE_ET_Rc_TF_AB_2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.236,0.3557,False,"(1, 0, 0)",93.302,"(1, 1, 1)",90.954,32.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_TF_AB_2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.2472,0.3366,False,"(1, 0, 0)",93.159,"(1, 1, 1)",90.332,48.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.2669,0.3666,False,"(0, 0, 0)",92.989,"(0, 1, 1)",89.017,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_TF_AB_2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2456,0.2375,True,"(0, 0, 0)",92.909,"(1, 0, 1)",90.402,123.0,4/4,STRONG,
MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.1652,0.1676,False,"(0, 0, 0)",93.056,"(1, 1, 1)",90.107,101.0,4/4,MODERATE,
MEASURE_ET_Rc_an_ct2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.0903,0.3117,False,"(0, 1, 0)",93.552,"(1, 1, 1)",90.53,45.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_an_ct2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,0.1832,0.2168,False,"(0, 1, 0)",93.631,"(1, 1, 1)",90.394,55.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_an_ct2,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Rcat_cn_3,-0.2612,0.3872,False,"(0, 0, 0)",93.104,"(1, 1, 1)",90.234,56.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_an_ct2,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.0617,0.1926,False,"(0, 0, 0)",93.071,"(1, 0, 1)",90.464,115.0,3/5,MODERATE,
MEASURE_ET_Rc_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.0183,0.2577,False,"(0, 0, 0)",93.567,"(1, 1, 0)",90.505,108.0,4/5,MODERATE,
MEASURE_ET_Rc_cat_ct2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.1594,0.545,False,"(1, 0, 0)",93.409,"(1, 0, 1)",90.376,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_cat_ct2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.1074,0.2664,False,"(1, 0, 0)",93.583,"(1, 1, 1)",90.128,60.0,1/1,WEAK,
MEASURE_ET_Rc_cat_ct2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.0925,0.3165,False,"(1, 0, 0)",93.4,"(1, 1, 1)",90.112,69.0,0/1,INCONCLUSIVE,
MEASURE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,-0.4211,0.2544,True,"(0, 0, 0)",93.247,"(1, 1, 1)",90.695,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_cat_ct2_OW_ST,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.2866,0.3421,False,"(0, 0, 0)",93.256,"(1, 1, 1)",90.395,55.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_cat_ct2_OW_ST,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0936,0.3132,False,"(0, 1, 0)",93.435,"(1, 1, 1)",90.433,68.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rc_cat_ct2_OW_ST,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1229,0.1047,True,"(0, 0, 0)",93.104,"(1, 0, 1)",90.742,123.0,2/5,WEAK,
MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,-0.4552,0.1671,True,"(0, 0, 0)",93.707,"(1, 1, 1)",89.797,106.0,4/4,STRONG,
MEASURE_ET_Rcat_cn_1,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,-0.1047,0.4339,False,"(0, 1, 0)",93.642,"(1, 1, 1)",90.23,60.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_1_OW_ST,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.2463,0.0556,True,"(0, 1, 0)",93.152,"(1, 0, 1)",90.743,116.0,4/5,STRONG,
MEASURE_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_DC_PIV_Drain_Lag_1,TOPSIN_ET_DC_SMALL_Vdg_max,0.1278,0.1471,False,"(0, 0, 0)",93.173,"(1, 1, 0)",90.811,113.0,3/5,MODERATE,
MEASURE_ET_Rcat_cn_2,MEASURE_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,-0.1127,0.3516,False,"(1, 0, 0)",93.271,"(0, 0, 1)",91.002,50.0,2/2,WEAK,
MEASURE_ET_Rcat_cn_2,MEASURE_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,-0.1307,0.4571,False,"(1, 0, 1)",93.583,"(1, 1, 1)",90.662,51.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,MEASURE_ET_VIA_KLV_2,THIN_ET_lkg_100_at20V,0.1434,0.2009,False,"(0, 0, 0)",93.372,"(1, 0, 1)",90.916,123.0,2/5,WEAK,
MEASURE_ET_Rcat_cn_2,MESA_ET_Probe_Number,THIN_ET_lkg_100_at20V,0.0036,0.1591,False,"(0, 1, 0)",93.141,"(0, 0, 1)",91.009,108.0,3/5,MODERATE,
MEASURE_ET_Rcat_cn_2,MaskSetSupplyChipsCount,THIN_ET_lkg_100_at20V,0.3707,0.2008,True,"(0, 1, 0)",93.312,"(1, 0, 1)",90.423,120.0,5/5,STRONG,
MEASURE_ET_Rcat_cn_2,OHMIC_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0542,0.3275,False,"(1, 0, 0)",93.673,"(0, 1, 1)",90.488,38.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,SIN_ET_Probe_Number,THIN_ET_lkg_100_at20V,0.0721,0.2118,False,"(0, 0, 0)",93.061,"(1, 0, 1)",90.461,106.0,4/5,MODERATE,
MEASURE_ET_Rcat_cn_2,SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,-0.0334,0.5355,False,"(1, 0, 0)",93.722,"(1, 1, 1)",90.374,29.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,TFRP_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,0.1179,0.2025,False,"(0, 1, 0)",93.531,"(0, 1, 1)",90.889,48.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_lkg_100_at20V,-0.1528,0.2732,False,"(0, 0, 0)",93.167,"(1, 0, 1)",90.519,128.0,4/5,MODERATE,
MEASURE_ET_Rcat_cn_2,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,-0.222,0.3526,False,"(0, 0, 0)",93.307,"(1, 1, 1)",90.418,124.0,5/5,MODERATE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rc_OG142,THIN_ET_lkg_100_at20V,0.1657,0.2781,False,"(1, 0, 0)",93.552,"(0, 1, 1)",89.338,64.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rc_TF_AB_2,THIN_ET_lkg_100_at20V,-0.1351,0.2517,False,"(1, 0, 0)",93.149,"(0, 1, 1)",90.604,60.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rc_cat_ct2,THIN_ET_lkg_100_at20V,-0.0224,0.3775,False,"(0, 1, 0)",93.65,"(0, 1, 1)",90.75,47.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rc_f_hr_23,THIN_ET_lkg_100_at20V,0.0384,0.2573,False,"(0, 1, 0)",93.303,"(0, 1, 1)",90.735,40.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rcat_cn_1,THIN_ET_lkg_100_at20V,-0.1741,0.3444,False,"(0, 1, 0)",93.1,"(1, 1, 1)",90.863,36.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rcat_cn_2_OW_ST,THIN_ET_lkg_100_at20V,-0.3945,0.2709,True,"(0, 1, 0)",93.033,"(1, 1, 1)",90.638,66.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rcat_cn_3,THIN_ET_lkg_100_at20V,0.162,0.4847,False,"(0, 0, 0)",93.065,"(0, 1, 1)",89.022,59.0,2/2,WEAK,
MEASURE_ET_Rcat_cn_2,THIN_ET_Rcat_cn_3,TOPSIN_ET_lkg_C450pf,0.0376,0.4349,False,"(0, 0, 0)",93.032,"(0, 1, 1)",89.662,59.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,0.3793,0.3553,True,"(0, 0, 0)",93.363,"(1, 1, 0)",90.587,111.0,5/5,STRONG,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1_0,0.3749,0.3691,True,"(0, 0, 0)",93.259,"(1, 1, 0)",90.313,113.0,5/5,STRONG,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_PIV_Drain_Lag_1,0.1001,0.2804,False,"(0, 0, 0)",93.035,"(1, 1, 1)",90.912,53.0,0/0,INCONCLUSIVE,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vdg_max,0.1208,0.1268,False,"(0, 0, 0)",93.041,"(0, 1, 1)",90.726,111.0,2/5,WEAK,
MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_Load_Pull_Gain_comp_Last,0.188,0.1549,True,"(0, 0, 1)",93.615,"(1, 1, 0)",90.791,119.0,3/5,MODERATE,
